iso	chr	start	end	mapon
Gd_00045-a2ab	chr1001	2804920	2809209	inter
Gd_00045-a2ab	chr1001	2810746	2826561	inter
Gd_00045-a2ab	chr1001	2826786	2831757	inter
Gd_00045-a2ab	chr1001	2866864	2869897	inter
Gd_00045-a2ab	chr1001	2877524	2895805	inter
Gd_00045-a2ab	chr1001	2896268	2906276	inter
Gd_00045-a2ab	chr1001	3034250	3065271	inter
Gd_00045-a2ab	chr1001	3138462	3139398	inter
Gd_00045-a2ab	chr1001	3174463	3184349	inter
Gd_00045-a2ab	chr1001	3185108	3188093	inter
Gd_00045-a2ab	chr1001	3203362	3207447	inter
Gd_00045-a2ab	chr1001	3230833	3245953	inter
Gd_00045-a2ab	chr1001	3252962	3253897	inter
Gd_00045-a2ab	chr1001	3271025	3294494	inter
Gd_00045-a2ab	chr1001	3375402	3379671	inter
Gd_00045-a2ab	chr1001	3379839	3385602	inter
Gd_00045-a2ab	chr1001	3577322	3578234	inter
Gd_00045-a2ab	chr1001	3595859	3596403	inter
Gd_00045-a2ab	chr1001	3668265	3700303	inter
Gd_00045-a2ab	chr1001	3704581	3722955	inter
Gd_00045-a2ab	chr1001	3798114	3805331	inter
Gd_00045-a2ab	chr1001	3806904	3828856	inter
Gd_00045-a2ab	chr1001	4027846	4106355	inter
Gd_00045-a2ab	chr1001	4150086	4152250	inter
Gd_00045-a2ab	chr1001	4153056	4158223	inter
Gd_00045-a2ab	chr1001	4158585	4159152	inter
Gd_00045-a2ab	chr1001	4172108	4172834	inter
Gd_00045-a2ab	chr1001	4189537	4200446	inter
Gd_00045-a2ab	chr1001	4200460	4204788	inter
Gd_00045-a2ab	chr1001	4205087	4210980	inter
Gd_00045-a2ab	chr1001	4221182	4224947	inter
Gd_00045-a2ab	chr1001	4230042	4237751	inter
Gd_00045-a2ab	chr1001	4237845	4244482	inter
Gd_00045-a2ab	chr1001	4245272	4260840	inter
Gd_00045-a2ab	chr1001	4260876	4266620	inter
Gd_00045-a2ab	chr1001	4268403	4280818	inter
Gd_00045-a2ab	chr1001	4300440	4302444	inter
Gd_00045-a2ab	chr1001	4337222	4364865	inter
Gd_00045-a2ab	chr1001	4457279	4530514	inter
Gd_00045-a2ab	chr1001	4530532	4547259	inter
Gd_00045-a2ab	chr1001	4547268	4578321	inter
Gd_00045-a2ab	chr1001	4590164	4596751	inter
Gd_00045-a2ab	chr1001	4649193	4656206	inter
Gd_00045-a2ab	chr1001	4673574	4674755	inter
Gd_00045-a2ab	chr1001	4675803	4681756	inter
Gd_00045-a2ab	chr1001	4684130	4707230	inter
Gd_00045-a2ab	chr1001	4707749	4719787	inter
Gd_00045-a2ab	chr1001	4719852	4725619	inter
Gd_00045-a2ab	chr1001	4743273	4751398	inter
Gd_00045-a2ab	chr1001	202217	203050	intra
Gd_00045-a2ab	chr1001	239011	240208	intra
Gd_00045-a2ab	chr1001	598805	599348	intra
Gd_00045-a2ab	chr1001	731089	789342	intra
Gd_00045-a2ab	chr1001	791111	866439	intra
Gd_00045-a2ab	chr1001	876514	974179	intra
Gd_00045-a2ab	chr1001	1253718	1254254	intra
Gd_00045-a2ab	chr1001	1314525	1316753	intra
Gd_00045-a2ab	chr1001	1317107	1331773	intra
Gd_00045-a2ab	chr1001	1332090	1332462	intra
Gd_00045-a2ab	chr1001	1338068	1347737	intra
Gd_00045-a2ab	chr1001	1349319	1354683	intra
Gd_00045-a2ab	chr1001	1810423	1842112	intra
Gd_00045-a2ab	chr1001	3212516	3247170	intra
Gd_00045-a2ab	chr1001	3577323	3579473	intra
Gd_00045-a2ab	chr1001	3580265	3586223	intra
Gd_00045-a2ab	chr1001	3586309	3586973	intra
Gd_00045-a2ab	chr1001	4158556	4159152	intra
Gd_00045-a2ab	chr1001	4230042	4237751	intra
Gd_00045-a2ab	chr1001	4261389	4265097	intra
Gd_00045-a2ab	chr1002	32354	38317	all
Gd_00045-a2ab	chr1002	43286	45422	all
Gd_00045-a2ab	chr1002	121547	121830	all
Gd_00045-a2ab	chr1002	134571	136354	all
Gd_00045-a2ab	chr1002	283802	284178	all
Gd_00045-a2ab	chr1002	369853	376783	all
Gd_00045-a2ab	chr1002	377077	377488	all
Gd_00045-a2ab	chr1002	377789	383866	all
Gd_00045-a2ab	chr1002	492279	497990	all
Gd_00045-a2ab	chr1002	677107	679110	all
Gd_00045-a2ab	chr1002	681589	682593	all
Gd_00045-a2ab	chr1002	849702	851501	all
Gd_00045-a2ab	chr1002	881893	882333	all
Gd_00045-a2ab	chr1002	898587	900989	all
Gd_00045-a2ab	chr1002	901056	903132	all
Gd_00045-a2ab	chr1002	915439	930753	all
Gd_00045-a2ab	chr1002	1029857	1030798	all
Gd_00045-a2ab	chr1002	1030997	1043285	all
Gd_00045-a2ab	chr1002	1131694	1157374	all
Gd_00045-a2ab	chr1002	1157442	1162603	all
Gd_00045-a2ab	chr1002	1162610	1169597	all
Gd_00045-a2ab	chr1002	1172567	1174381	all
Gd_00045-a2ab	chr1002	1185404	1244413	all
Gd_00045-a2ab	chr1002	1252123	1291095	all
Gd_00045-a2ab	chr1002	1293881	1306780	all
Gd_00045-a2ab	chr1002	1309519	1310272	all
Gd_00045-a2ab	chr1002	1613357	1620611	all
Gd_00045-a2ab	chr1002	1628832	1632655	all
Gd_00045-a2ab	chr1002	1653783	1654507	all
Gd_00045-a2ab	chr1002	1658693	1674019	all
Gd_00045-a2ab	chr1002	1689340	1691111	all
Gd_00045-a2ab	chr1002	1981515	1982291	all
Gd_00045-a2ab	chr1002	2072337	2072689	all
Gd_00045-a2ab	chr1002	2104872	2111280	all
Gd_00045-a2ab	chr1002	2157196	2158130	all
Gd_00045-a2ab	chr1002	2190321	2194632	all
Gd_00045-a2ab	chr1002	2228713	2918761	all
Gd_00045-a2ab	chr1002	2921889	2940442	all
Gd_00045-a2ab	chr1002	2970408	3025316	all
Gd_00045-a2ab	chr1002	3025317	3025966	all
Gd_00045-a2ab	chr1002	3026796	3032863	all
Gd_00045-a2ab	chr1002	3033947	3034375	all
Gd_00045-a2ab	chr1002	3035018	3082233	all
Gd_00045-a2ab	chr1002	3102337	3102703	all
Gd_00045-a2ab	chr1002	3171531	3172672	all
Gd_00045-a2ab	chr1002	3303235	3303465	all
Gd_00045-a2ab	chr1002	3324844	3351867	all
Gd_00045-a2ab	chr1002	3383265	3383817	all
Gd_00045-a2ab	chr1002	3404114	3409917	all
Gd_00045-a2ab	chr1002	3413088	3414953	all
Gd_00045-a2ab	chr1002	3421209	3423715	all
Gd_00045-a2ab	chr1002	3437067	3441540	all
Gd_00045-a2ab	chr1002	3453261	3455201	all
Gd_00045-a2ab	chr1002	3458693	3464740	all
Gd_00045-a2ab	chr1002	3472753	3495891	all
Gd_00045-a2ab	chr1002	3504346	3506175	all
Gd_00045-a2ab	chr1002	3507442	3511588	all
Gd_00045-a2ab	chr1002	3552903	3582750	all
Gd_00045-a2ab	chr1002	3586404	3587635	all
Gd_00045-a2ab	chr1002	3647521	3661421	all
Gd_00045-a2ab	chr1002	3689832	3693155	all
Gd_00045-a2ab	chr1002	3698703	3699296	all
Gd_00045-a2ab	chr1002	3788836	3813476	all
Gd_00045-a2ab	chr1002	3830480	3846295	all
Gd_00045-a2ab	chr1002	3856147	3857993	all
Gd_00045-a2ab	chr1002	3859624	3860162	all
Gd_00045-a2ab	chr1002	3936695	3936985	all
Gd_00045-a2ab	chr1002	4000055	4011221	all
Gd_00045-a2ab	chr1002	32354	38317	inter
Gd_00045-a2ab	chr1002	43286	45422	inter
Gd_00045-a2ab	chr1002	121547	121830	inter
Gd_00045-a2ab	chr1002	134571	136354	inter
Gd_00045-a2ab	chr1002	283802	284178	inter
Gd_00045-a2ab	chr1002	377077	377488	inter
Gd_00045-a2ab	chr1002	377789	383866	inter
Gd_00045-a2ab	chr1002	492279	497990	inter
Gd_00045-a2ab	chr1002	677107	679110	inter
Gd_00045-a2ab	chr1002	681589	682593	inter
Gd_00045-a2ab	chr1002	881893	882333	inter
Gd_00045-a2ab	chr1002	898587	900989	inter
Gd_00045-a2ab	chr1002	901056	903132	inter
Gd_00045-a2ab	chr1002	915439	930753	inter
Gd_00045-a2ab	chr1002	1029857	1030798	inter
Gd_00045-a2ab	chr1002	1031942	1032395	inter
Gd_00045-a2ab	chr1002	1033213	1033909	inter
Gd_00045-a2ab	chr1002	1131694	1157374	inter
Gd_00045-a2ab	chr1002	1157442	1162603	inter
Gd_00045-a2ab	chr1002	1162610	1169597	inter
Gd_00045-a2ab	chr1002	1172567	1174381	inter
Gd_00045-a2ab	chr1002	1185404	1244413	inter
Gd_00045-a2ab	chr1002	1252123	1291095	inter
Gd_00045-a2ab	chr1002	1613357	1620611	inter
Gd_00045-a2ab	chr1002	1628832	1632655	inter
Gd_00045-a2ab	chr1002	1653783	1654507	inter
Gd_00045-a2ab	chr1002	1658693	1674019	inter
Gd_00045-a2ab	chr1002	1981515	1982291	inter
Gd_00045-a2ab	chr1002	2072337	2072689	inter
Gd_00045-a2ab	chr1002	2104872	2111280	inter
Gd_00045-a2ab	chr1002	2157196	2158130	inter
Gd_00045-a2ab	chr1002	2190321	2194632	inter
Gd_00045-a2ab	chr1002	2281259	2283124	inter
Gd_00045-a2ab	chr1002	2312738	2314091	inter
Gd_00045-a2ab	chr1002	2331858	2363521	inter
Gd_00045-a2ab	chr1002	2363938	2367027	inter
Gd_00045-a2ab	chr1002	2573609	2609015	inter
Gd_00045-a2ab	chr1002	2609624	2640791	inter
Gd_00045-a2ab	chr1002	2642440	2643015	inter
Gd_00045-a2ab	chr1002	2645452	2655342	inter
Gd_00045-a2ab	chr1002	2655756	2661986	inter
Gd_00045-a2ab	chr1002	2677954	2715328	inter
Gd_00045-a2ab	chr1002	2785758	2838165	inter
Gd_00045-a2ab	chr1002	2839103	2850900	inter
Gd_00045-a2ab	chr1002	2921889	2940442	inter
Gd_00045-a2ab	chr1002	2970408	2981636	inter
Gd_00045-a2ab	chr1002	2981741	3023581	inter
Gd_00045-a2ab	chr1002	3030585	3031736	inter
Gd_00045-a2ab	chr1002	3035101	3044034	inter
Gd_00045-a2ab	chr1002	3102337	3102703	inter
Gd_00045-a2ab	chr1002	3303235	3303465	inter
Gd_00045-a2ab	chr1002	3324844	3351867	inter
Gd_00045-a2ab	chr1002	3383265	3383817	inter
Gd_00045-a2ab	chr1002	3404114	3409917	inter
Gd_00045-a2ab	chr1002	3413088	3414953	inter
Gd_00045-a2ab	chr1002	3421209	3423715	inter
Gd_00045-a2ab	chr1002	3437067	3441540	inter
Gd_00045-a2ab	chr1002	3453261	3455201	inter
Gd_00045-a2ab	chr1002	3458693	3464740	inter
Gd_00045-a2ab	chr1002	3472753	3495891	inter
Gd_00045-a2ab	chr1002	3504346	3506175	inter
Gd_00045-a2ab	chr1002	3507442	3511588	inter
Gd_00045-a2ab	chr1002	3659542	3660478	inter
Gd_00045-a2ab	chr1002	3698703	3699296	inter
Gd_00045-a2ab	chr1002	3839315	3846295	inter
Gd_00045-a2ab	chr1002	3856147	3857993	inter
Gd_00045-a2ab	chr1002	3859624	3860162	inter
Gd_00045-a2ab	chr1002	3936695	3936985	inter
Gd_00045-a2ab	chr1002	4000055	4011221	inter
Gd_00045-a2ab	chr1002	369853	376783	intra
Gd_00045-a2ab	chr1002	492543	492933	intra
Gd_00045-a2ab	chr1002	849702	851501	intra
Gd_00045-a2ab	chr1002	1030997	1043285	intra
Gd_00045-a2ab	chr1002	1293881	1306780	intra
Gd_00045-a2ab	chr1002	1309519	1310272	intra
Gd_00045-a2ab	chr1002	1628832	1632655	intra
Gd_00045-a2ab	chr1002	1689340	1691111	intra
Gd_00045-a2ab	chr1002	2228713	2918761	intra
Gd_00045-a2ab	chr1002	2971152	3025316	intra
Gd_00045-a2ab	chr1002	3025317	3025966	intra
Gd_00045-a2ab	chr1002	3026796	3032863	intra
Gd_00045-a2ab	chr1002	3033947	3034375	intra
Gd_00045-a2ab	chr1002	3035018	3082233	intra
Gd_00045-a2ab	chr1002	3171531	3172672	intra
Gd_00045-a2ab	chr1002	3552903	3582750	intra
Gd_00045-a2ab	chr1002	3586404	3587635	intra
Gd_00045-a2ab	chr1002	3647521	3661421	intra
Gd_00045-a2ab	chr1002	3689832	3693155	intra
Gd_00045-a2ab	chr1002	3788836	3813476	intra
Gd_00045-a2ab	chr1002	3830480	3846008	intra
Gd_00045-a2ab	chr1002	4000055	4007795	intra
Gd_00045-a2ab	chr1002	4007899	4010966	intra
Gd_00045-a2ab	chr1004	103837	109475	all
Gd_00045-a2ab	chr1004	118342	123268	all
Gd_00045-a2ab	chr1004	137091	152469	all
Gd_00045-a2ab	chr1004	152470	153389	all
Gd_00045-a2ab	chr1004	165357	166292	all
Gd_00045-a2ab	chr1004	167102	178158	all
Gd_00045-a2ab	chr1004	201044	208544	all
Gd_00045-a2ab	chr1004	260844	262537	all
Gd_00045-a2ab	chr1004	263073	269617	all
Gd_00045-a2ab	chr1004	282685	289402	all
Gd_00045-a2ab	chr1004	305256	325136	all
Gd_00045-a2ab	chr1004	522012	522947	all
Gd_00045-a2ab	chr1004	626952	627410	all
Gd_00045-a2ab	chr1004	630623	636598	all
Gd_00045-a2ab	chr1004	719278	720213	all
Gd_00045-a2ab	chr1004	746608	753859	all
Gd_00045-a2ab	chr1004	876406	887701	all
Gd_00045-a2ab	chr1004	955223	959648	all
Gd_00045-a2ab	chr1004	1009682	1011670	all
Gd_00045-a2ab	chr1004	1013734	1042266	all
Gd_00045-a2ab	chr1004	1049121	1049512	all
Gd_00045-a2ab	chr1004	1050957	1070280	all
Gd_00045-a2ab	chr1004	1175843	1182841	all
Gd_00045-a2ab	chr1004	1185505	1192234	all
Gd_00045-a2ab	chr1004	1193013	1193472	all
Gd_00045-a2ab	chr1004	1296057	1296385	all
Gd_00045-a2ab	chr1004	1376401	1382023	all
Gd_00045-a2ab	chr1004	1398186	1401797	all
Gd_00045-a2ab	chr1004	1412584	1419565	all
Gd_00045-a2ab	chr1004	1503002	1535186	all
Gd_00045-a2ab	chr1004	1538230	1540929	all
Gd_00045-a2ab	chr1004	1559527	1561391	all
Gd_00045-a2ab	chr1004	1578088	1594279	all
Gd_00045-a2ab	chr1004	1672096	1673954	all
Gd_00045-a2ab	chr1004	1681813	1683676	all
Gd_00045-a2ab	chr1004	1687492	1892975	all
Gd_00045-a2ab	chr1004	1893346	1903378	all
Gd_00045-a2ab	chr1004	1903525	1903839	all
Gd_00045-a2ab	chr1004	1905943	1908694	all
Gd_00045-a2ab	chr1004	1922975	1929934	all
Gd_00045-a2ab	chr1004	1931657	1965416	all
Gd_00045-a2ab	chr1004	1965485	1973556	all
Gd_00045-a2ab	chr1004	1979334	2025976	all
Gd_00045-a2ab	chr1004	2033055	2052624	all
Gd_00045-a2ab	chr1004	2113281	2113960	all
Gd_00045-a2ab	chr1004	2177163	2183890	all
Gd_00045-a2ab	chr1004	2183891	2185540	all
Gd_00045-a2ab	chr1004	2296844	2297489	all
Gd_00045-a2ab	chr1004	2447213	2450532	all
Gd_00045-a2ab	chr1004	2614778	2640874	all
Gd_00045-a2ab	chr1004	2686502	2687438	all
Gd_00045-a2ab	chr1004	2689488	2719404	all
Gd_00045-a2ab	chr1004	2723349	2723604	all
Gd_00045-a2ab	chr1004	2738748	2774715	all
Gd_00045-a2ab	chr1004	2839887	2848699	all
Gd_00045-a2ab	chr1004	2866890	2869059	all
Gd_00045-a2ab	chr1004	2881536	2900584	all
Gd_00045-a2ab	chr1004	2938537	2939587	all
Gd_00045-a2ab	chr1004	2951718	2964122	all
Gd_00045-a2ab	chr1004	3031653	3032386	all
Gd_00045-a2ab	chr1004	3046405	3052250	all
Gd_00045-a2ab	chr1004	3061325	3081865	all
Gd_00045-a2ab	chr1004	3119025	3129665	all
Gd_00045-a2ab	chr1004	103837	109475	inter
Gd_00045-a2ab	chr1004	118342	123268	inter
Gd_00045-a2ab	chr1004	137091	152469	inter
Gd_00045-a2ab	chr1004	152470	153389	inter
Gd_00045-a2ab	chr1004	165357	166292	inter
Gd_00045-a2ab	chr1004	167102	178158	inter
Gd_00045-a2ab	chr1004	201044	208544	inter
Gd_00045-a2ab	chr1004	260844	262537	inter
Gd_00045-a2ab	chr1004	263073	269617	inter
Gd_00045-a2ab	chr1004	282685	289402	inter
Gd_00045-a2ab	chr1004	305256	325136	inter
Gd_00045-a2ab	chr1004	522012	522947	inter
Gd_00045-a2ab	chr1004	626952	627410	inter
Gd_00045-a2ab	chr1004	630623	636598	inter
Gd_00045-a2ab	chr1004	719278	720213	inter
Gd_00045-a2ab	chr1004	746608	753859	inter
Gd_00045-a2ab	chr1004	876406	887701	inter
Gd_00045-a2ab	chr1004	955223	959648	inter
Gd_00045-a2ab	chr1004	1013734	1042266	inter
Gd_00045-a2ab	chr1004	1049121	1049512	inter
Gd_00045-a2ab	chr1004	1050957	1070280	inter
Gd_00045-a2ab	chr1004	1175843	1182841	inter
Gd_00045-a2ab	chr1004	1185505	1192234	inter
Gd_00045-a2ab	chr1004	1296057	1296385	inter
Gd_00045-a2ab	chr1004	1398186	1400432	inter
Gd_00045-a2ab	chr1004	1412584	1419565	inter
Gd_00045-a2ab	chr1004	1503002	1535186	inter
Gd_00045-a2ab	chr1004	1538230	1540919	inter
Gd_00045-a2ab	chr1004	1559527	1561391	inter
Gd_00045-a2ab	chr1004	1578088	1594279	inter
Gd_00045-a2ab	chr1004	1672096	1673954	inter
Gd_00045-a2ab	chr1004	1681813	1683676	inter
Gd_00045-a2ab	chr1004	1689445	1693157	inter
Gd_00045-a2ab	chr1004	1721993	1728751	inter
Gd_00045-a2ab	chr1004	1728870	1779973	inter
Gd_00045-a2ab	chr1004	1819185	1835317	inter
Gd_00045-a2ab	chr1004	1888997	1889375	inter
Gd_00045-a2ab	chr1004	1889773	1892975	inter
Gd_00045-a2ab	chr1004	1893346	1903378	inter
Gd_00045-a2ab	chr1004	1903525	1903839	inter
Gd_00045-a2ab	chr1004	1905943	1908694	inter
Gd_00045-a2ab	chr1004	1931657	1965416	inter
Gd_00045-a2ab	chr1004	2033055	2038413	inter
Gd_00045-a2ab	chr1004	2038664	2052624	inter
Gd_00045-a2ab	chr1004	2296844	2297489	inter
Gd_00045-a2ab	chr1004	2447213	2450532	inter
Gd_00045-a2ab	chr1004	2614778	2640874	inter
Gd_00045-a2ab	chr1004	2686502	2687438	inter
Gd_00045-a2ab	chr1004	2689488	2719404	inter
Gd_00045-a2ab	chr1004	2723349	2723604	inter
Gd_00045-a2ab	chr1004	2738748	2774715	inter
Gd_00045-a2ab	chr1004	2839887	2848699	inter
Gd_00045-a2ab	chr1004	2866890	2869059	inter
Gd_00045-a2ab	chr1004	2881536	2900584	inter
Gd_00045-a2ab	chr1004	2938537	2939587	inter
Gd_00045-a2ab	chr1004	3046405	3052250	inter
Gd_00045-a2ab	chr1004	3061325	3081865	inter
Gd_00045-a2ab	chr1004	3119025	3129665	inter
Gd_00045-a2ab	chr1004	1009682	1011670	intra
Gd_00045-a2ab	chr1004	1014991	1019275	intra
Gd_00045-a2ab	chr1004	1023195	1042266	intra
Gd_00045-a2ab	chr1004	1193013	1193472	intra
Gd_00045-a2ab	chr1004	1376401	1382023	intra
Gd_00045-a2ab	chr1004	1398186	1401797	intra
Gd_00045-a2ab	chr1004	1538481	1540929	intra
Gd_00045-a2ab	chr1004	1687492	1892513	intra
Gd_00045-a2ab	chr1004	1922975	1929934	intra
Gd_00045-a2ab	chr1004	1965485	1973556	intra
Gd_00045-a2ab	chr1004	1979334	2025976	intra
Gd_00045-a2ab	chr1004	2038217	2052624	intra
Gd_00045-a2ab	chr1004	2113281	2113960	intra
Gd_00045-a2ab	chr1004	2177163	2183890	intra
Gd_00045-a2ab	chr1004	2183891	2185540	intra
Gd_00045-a2ab	chr1004	2740914	2741153	intra
Gd_00045-a2ab	chr1004	2951718	2964122	intra
Gd_00045-a2ab	chr1004	3031653	3032386	intra
Gd_00045-a2ab	chr1004	3119025	3129665	intra
Gd_00045-a2ab	chr1005	1	21468	all
Gd_00045-a2ab	chr1005	42453	43085	all
Gd_00045-a2ab	chr1005	53678	55532	all
Gd_00045-a2ab	chr1005	56811	71522	all
Gd_00045-a2ab	chr1005	79457	81320	all
Gd_00045-a2ab	chr1005	370419	371300	all
Gd_00045-a2ab	chr1005	401684	403475	all
Gd_00045-a2ab	chr1005	447440	447752	all
Gd_00045-a2ab	chr1005	455308	456395	all
Gd_00045-a2ab	chr1005	490865	504811	all
Gd_00045-a2ab	chr1005	587374	589370	all
Gd_00045-a2ab	chr1005	738646	739125	all
Gd_00045-a2ab	chr1005	814904	822002	all
Gd_00045-a2ab	chr1005	824669	830411	all
Gd_00045-a2ab	chr1005	839631	856451	all
Gd_00045-a2ab	chr1005	897521	900928	all
Gd_00045-a2ab	chr1005	940263	940771	all
Gd_00045-a2ab	chr1005	963388	1041237	all
Gd_00045-a2ab	chr1005	1113850	1126146	all
