iso	chr	start	end	mapon
Gd_00293-aad	chr1002	1289105	1313775	inter
Gd_00293-aad	chr1002	1313777	1316541	inter
Gd_00293-aad	chr1002	1323644	1331496	inter
Gd_00293-aad	chr1002	1335623	1335857	inter
Gd_00293-aad	chr1002	1338156	1344432	inter
Gd_00293-aad	chr1002	1345426	1346755	inter
Gd_00293-aad	chr1002	1354301	1355288	inter
Gd_00293-aad	chr1002	1359014	1429581	inter
Gd_00293-aad	chr1002	1429589	1432282	inter
Gd_00293-aad	chr1002	1432288	1432540	inter
Gd_00293-aad	chr1002	1432552	1440589	inter
Gd_00293-aad	chr1002	1440756	1475423	inter
Gd_00293-aad	chr1002	1475430	1487896	inter
Gd_00293-aad	chr1002	1487902	1536527	inter
Gd_00293-aad	chr1002	1536552	1546274	inter
Gd_00293-aad	chr1002	1553151	1588675	inter
Gd_00293-aad	chr1002	1601719	1634380	inter
Gd_00293-aad	chr1002	1670216	1670509	inter
Gd_00293-aad	chr1002	1670536	1674587	inter
Gd_00293-aad	chr1002	1676428	1692521	inter
Gd_00293-aad	chr1002	1697536	1774700	inter
Gd_00293-aad	chr1002	1782212	1797743	inter
Gd_00293-aad	chr1002	1801172	1851627	inter
Gd_00293-aad	chr1002	1851629	1885293	inter
Gd_00293-aad	chr1002	1936101	1944437	inter
Gd_00293-aad	chr1002	1958487	1962109	inter
Gd_00293-aad	chr1002	1962116	1962656	inter
Gd_00293-aad	chr1002	1967970	1970947	inter
Gd_00293-aad	chr1002	1970952	1971679	inter
Gd_00293-aad	chr1002	1971756	1973624	inter
Gd_00293-aad	chr1002	2001045	2003613	inter
Gd_00293-aad	chr1002	2003763	2016446	inter
Gd_00293-aad	chr1002	2016454	2016770	inter
Gd_00293-aad	chr1002	2016774	2028261	inter
Gd_00293-aad	chr1002	2088207	2098397	inter
Gd_00293-aad	chr1002	2100280	2101160	inter
Gd_00293-aad	chr1002	2101182	2391072	inter
Gd_00293-aad	chr1002	2391359	2397335	inter
Gd_00293-aad	chr1002	2397340	2399742	inter
Gd_00293-aad	chr1002	2400006	2426684	inter
Gd_00293-aad	chr1002	2426703	2427544	inter
Gd_00293-aad	chr1002	2427548	2427920	inter
Gd_00293-aad	chr1002	2427941	2444602	inter
Gd_00293-aad	chr1002	2447910	2463619	inter
Gd_00293-aad	chr1002	2467027	2474001	inter
Gd_00293-aad	chr1002	2510019	2531726	inter
Gd_00293-aad	chr1002	2590566	2597490	inter
Gd_00293-aad	chr1002	2597507	2600341	inter
Gd_00293-aad	chr1002	2600359	2601255	inter
Gd_00293-aad	chr1002	2651607	2656187	inter
Gd_00293-aad	chr1002	2656240	2656739	inter
Gd_00293-aad	chr1002	2656810	2659354	inter
Gd_00293-aad	chr1002	2659493	2672128	inter
Gd_00293-aad	chr1002	2672133	2695662	inter
Gd_00293-aad	chr1002	2695664	2753637	inter
Gd_00293-aad	chr1002	2771418	2825306	inter
Gd_00293-aad	chr1002	2825917	2866637	inter
Gd_00293-aad	chr1002	2866708	2871929	inter
Gd_00293-aad	chr1002	2871945	2879375	inter
Gd_00293-aad	chr1002	2879694	2879956	inter
Gd_00293-aad	chr1002	2879998	2881699	inter
Gd_00293-aad	chr1002	2881979	2920415	inter
Gd_00293-aad	chr1002	3055896	3063268	inter
Gd_00293-aad	chr1002	3193081	3224515	inter
Gd_00293-aad	chr1002	3277181	3283262	inter
Gd_00293-aad	chr1002	3298885	3304456	inter
Gd_00293-aad	chr1002	3304458	3308195	inter
Gd_00293-aad	chr1002	3308198	3315221	inter
Gd_00293-aad	chr1002	3315232	3336405	inter
Gd_00293-aad	chr1002	3347972	3350915	inter
Gd_00293-aad	chr1002	3350933	3356015	inter
Gd_00293-aad	chr1002	3356020	3361424	inter
Gd_00293-aad	chr1002	3390746	3410061	inter
Gd_00293-aad	chr1002	3410179	3435323	inter
Gd_00293-aad	chr1002	3435490	3452039	inter
Gd_00293-aad	chr1002	3477219	3479900	inter
Gd_00293-aad	chr1002	3483025	3486526	inter
Gd_00293-aad	chr1002	3486529	3501811	inter
Gd_00293-aad	chr1002	3504380	3516862	inter
Gd_00293-aad	chr1002	3522079	3532513	inter
Gd_00293-aad	chr1002	3544407	3547932	inter
Gd_00293-aad	chr1002	3561936	3597777	inter
Gd_00293-aad	chr1002	681625	735925	intra
Gd_00293-aad	chr1002	742656	826924	intra
Gd_00293-aad	chr1002	826927	906838	intra
Gd_00293-aad	chr1002	906840	924901	intra
Gd_00293-aad	chr1002	931632	955248	intra
Gd_00293-aad	chr1002	955249	957178	intra
Gd_00293-aad	chr1002	959480	970233	intra
Gd_00293-aad	chr1002	970242	1042005	intra
Gd_00293-aad	chr1002	1163080	1346772	intra
Gd_00293-aad	chr1002	1353770	1432282	intra
Gd_00293-aad	chr1002	1432288	1649732	intra
Gd_00293-aad	chr1002	1670216	1718602	intra
Gd_00293-aad	chr1002	1725125	1754717	intra
Gd_00293-aad	chr1002	1754719	1807189	intra
Gd_00293-aad	chr1002	1807352	2030022	intra
Gd_00293-aad	chr1002	2030032	2063497	intra
Gd_00293-aad	chr1002	2063499	2068696	intra
Gd_00293-aad	chr1002	2074731	2083624	intra
Gd_00293-aad	chr1002	2084109	2281538	intra
Gd_00293-aad	chr1002	2477343	2498679	intra
Gd_00293-aad	chr1002	2578963	2587273	intra
Gd_00293-aad	chr1002	2650273	2654529	intra
Gd_00293-aad	chr1002	2654531	2656388	intra
Gd_00293-aad	chr1002	2656498	2657147	intra
Gd_00293-aad	chr1002	2657154	2659301	intra
Gd_00293-aad	chr1002	3321483	3338351	intra
Gd_00293-aad	chr1002	3346040	3346600	intra
Gd_00293-aad	chr1002	3741055	3741311	intra
Gd_00293-aad	chr1004	278631	308137	all
Gd_00293-aad	chr1004	314044	318691	all
Gd_00293-aad	chr1004	409923	415795	all
Gd_00293-aad	chr1004	417173	425131	all
Gd_00293-aad	chr1004	425141	443958	all
Gd_00293-aad	chr1004	702355	705034	all
Gd_00293-aad	chr1004	804651	811743	all
Gd_00293-aad	chr1004	910529	923484	all
Gd_00293-aad	chr1004	932325	942702	all
Gd_00293-aad	chr1004	950115	950930	all
Gd_00293-aad	chr1004	955814	958641	all
Gd_00293-aad	chr1004	962990	986521	all
Gd_00293-aad	chr1004	1046742	1122353	all
Gd_00293-aad	chr1004	1123281	1123434	all
Gd_00293-aad	chr1004	1123872	1211377	all
Gd_00293-aad	chr1004	1211382	1227794	all
Gd_00293-aad	chr1004	1512579	1525212	all
Gd_00293-aad	chr1004	1525215	1532258	all
Gd_00293-aad	chr1004	1532281	1542859	all
Gd_00293-aad	chr1004	1542874	1600709	all
Gd_00293-aad	chr1004	1600718	1600834	all
Gd_00293-aad	chr1004	1600835	1673962	all
Gd_00293-aad	chr1004	1681621	1682416	all
Gd_00293-aad	chr1004	1683896	1714068	all
Gd_00293-aad	chr1004	1714071	1728936	all
Gd_00293-aad	chr1004	1784979	1785494	all
Gd_00293-aad	chr1004	1785534	1836511	all
Gd_00293-aad	chr1004	1836518	1860605	all
Gd_00293-aad	chr1004	1860607	1874516	all
Gd_00293-aad	chr1004	1883314	1886637	all
Gd_00293-aad	chr1004	1887516	1909972	all
Gd_00293-aad	chr1004	1922092	1964364	all
Gd_00293-aad	chr1004	1964365	1992710	all
Gd_00293-aad	chr1004	2003808	2007392	all
Gd_00293-aad	chr1004	2015874	2021736	all
Gd_00293-aad	chr1004	2028089	2041276	all
Gd_00293-aad	chr1004	2041279	2077745	all
Gd_00293-aad	chr1004	2459733	2462776	all
Gd_00293-aad	chr1004	2470430	2480005	all
Gd_00293-aad	chr1004	2481181	2487960	all
Gd_00293-aad	chr1004	2534239	2556173	all
Gd_00293-aad	chr1004	2558490	2561591	all
Gd_00293-aad	chr1004	2667673	2693691	all
Gd_00293-aad	chr1004	2745899	2761733	all
Gd_00293-aad	chr1004	2761735	2770437	all
Gd_00293-aad	chr1004	2770440	2778641	all
Gd_00293-aad	chr1004	2778652	2793792	all
Gd_00293-aad	chr1004	2794591	2805547	all
Gd_00293-aad	chr1004	2807585	2827277	all
Gd_00293-aad	chr1004	2827279	2838948	all
Gd_00293-aad	chr1004	2839268	2839700	all
Gd_00293-aad	chr1004	2913601	2926511	all
Gd_00293-aad	chr1004	2927168	2960031	all
Gd_00293-aad	chr1004	2971594	3006673	all
Gd_00293-aad	chr1004	3007872	3022983	all
Gd_00293-aad	chr1004	3022986	3027489	all
Gd_00293-aad	chr1004	3035275	3059505	all
Gd_00293-aad	chr1004	3097600	3106527	all
Gd_00293-aad	chr1004	3106529	3127891	all
Gd_00293-aad	chr1004	409923	415795	inter
Gd_00293-aad	chr1004	425141	443958	inter
Gd_00293-aad	chr1004	702355	705034	inter
Gd_00293-aad	chr1004	940586	942667	inter
Gd_00293-aad	chr1004	955814	957015	inter
Gd_00293-aad	chr1004	957017	957397	inter
Gd_00293-aad	chr1004	957401	958641	inter
Gd_00293-aad	chr1004	1049664	1055367	inter
Gd_00293-aad	chr1004	1100933	1122353	inter
Gd_00293-aad	chr1004	1123281	1123434	inter
Gd_00293-aad	chr1004	1123872	1125223	inter
Gd_00293-aad	chr1004	1125533	1132274	inter
Gd_00293-aad	chr1004	1512579	1525212	inter
Gd_00293-aad	chr1004	1525215	1532258	inter
Gd_00293-aad	chr1004	1532281	1542859	inter
Gd_00293-aad	chr1004	1542874	1600709	inter
Gd_00293-aad	chr1004	1600718	1600834	inter
Gd_00293-aad	chr1004	1683896	1714068	inter
Gd_00293-aad	chr1004	1714071	1728936	inter
Gd_00293-aad	chr1004	1784979	1785494	inter
Gd_00293-aad	chr1004	1785534	1836511	inter
Gd_00293-aad	chr1004	1836518	1860605	inter
Gd_00293-aad	chr1004	1860607	1874516	inter
Gd_00293-aad	chr1004	1887516	1901678	inter
Gd_00293-aad	chr1004	1922134	1930414	inter
Gd_00293-aad	chr1004	1952194	1959189	inter
Gd_00293-aad	chr1004	1959205	1964364	inter
Gd_00293-aad	chr1004	2015874	2020794	inter
Gd_00293-aad	chr1004	2028089	2041276	inter
Gd_00293-aad	chr1004	2041279	2077745	inter
Gd_00293-aad	chr1004	2459733	2462776	inter
Gd_00293-aad	chr1004	2470430	2480005	inter
Gd_00293-aad	chr1004	2481181	2487960	inter
Gd_00293-aad	chr1004	2745899	2761733	inter
Gd_00293-aad	chr1004	2761735	2770437	inter
Gd_00293-aad	chr1004	2770440	2778641	inter
Gd_00293-aad	chr1004	2778652	2793792	inter
Gd_00293-aad	chr1004	2794591	2805547	inter
Gd_00293-aad	chr1004	2807585	2827277	inter
Gd_00293-aad	chr1004	2827279	2838948	inter
Gd_00293-aad	chr1004	2839268	2839700	inter
Gd_00293-aad	chr1004	2913601	2926511	inter
Gd_00293-aad	chr1004	2927168	2960031	inter
Gd_00293-aad	chr1004	2971594	3006673	inter
Gd_00293-aad	chr1004	3007872	3022983	inter
Gd_00293-aad	chr1004	3022986	3027489	inter
Gd_00293-aad	chr1004	3035275	3059505	inter
Gd_00293-aad	chr1004	3097600	3106527	inter
Gd_00293-aad	chr1004	3106529	3127891	inter
Gd_00293-aad	chr1004	278631	308137	intra
Gd_00293-aad	chr1004	314044	318691	intra
Gd_00293-aad	chr1004	417173	425131	intra
Gd_00293-aad	chr1004	804651	811743	intra
Gd_00293-aad	chr1004	910529	923484	intra
Gd_00293-aad	chr1004	932325	942702	intra
Gd_00293-aad	chr1004	950115	950930	intra
Gd_00293-aad	chr1004	955814	958641	intra
Gd_00293-aad	chr1004	962990	986521	intra
Gd_00293-aad	chr1004	1046742	1121590	intra
Gd_00293-aad	chr1004	1123281	1123434	intra
Gd_00293-aad	chr1004	1123872	1211377	intra
Gd_00293-aad	chr1004	1211382	1227794	intra
Gd_00293-aad	chr1004	1600835	1673962	intra
Gd_00293-aad	chr1004	1681621	1682416	intra
Gd_00293-aad	chr1004	1883314	1886637	intra
Gd_00293-aad	chr1004	1887516	1909972	intra
Gd_00293-aad	chr1004	1922092	1964364	intra
Gd_00293-aad	chr1004	1964365	1992710	intra
Gd_00293-aad	chr1004	2003808	2007392	intra
Gd_00293-aad	chr1004	2015874	2021736	intra
Gd_00293-aad	chr1004	2534239	2556173	intra
Gd_00293-aad	chr1004	2558490	2561591	intra
Gd_00293-aad	chr1004	2667673	2693691	intra
Gd_00293-aad	chr1005	74782	103997	all
Gd_00293-aad	chr1005	141904	161374	all
Gd_00293-aad	chr1005	883954	886577	all
Gd_00293-aad	chr1005	887899	889175	all
Gd_00293-aad	chr1005	889192	906321	all
Gd_00293-aad	chr1005	906328	911284	all
Gd_00293-aad	chr1005	911287	918059	all
Gd_00293-aad	chr1005	918348	921376	all
Gd_00293-aad	chr1005	927175	936706	all
Gd_00293-aad	chr1005	936708	941389	all
Gd_00293-aad	chr1005	941402	949546	all
Gd_00293-aad	chr1005	950488	953309	all
Gd_00293-aad	chr1005	953312	969195	all
Gd_00293-aad	chr1005	969197	984275	all
Gd_00293-aad	chr1005	1004139	1007764	all
Gd_00293-aad	chr1005	1054645	1060161	all
Gd_00293-aad	chr1005	1066063	1095891	all
Gd_00293-aad	chr1005	1101188	1101413	all
Gd_00293-aad	chr1005	1101461	1144443	all
Gd_00293-aad	chr1005	1172468	1200843	all
Gd_00293-aad	chr1005	1245057	1345956	all
Gd_00293-aad	chr1005	1349205	1663304	all
Gd_00293-aad	chr1005	1663308	1740063	all
Gd_00293-aad	chr1005	2051381	2055725	all
Gd_00293-aad	chr1005	2055729	2079408	all
Gd_00293-aad	chr1005	2079571	2095388	all
Gd_00293-aad	chr1005	2149296	2154575	all
Gd_00293-aad	chr1005	2154946	2172288	all
Gd_00293-aad	chr1005	2172291	2177942	all
Gd_00293-aad	chr1005	2178725	2203037	all
