iso	chr	start	end	mapon
Gd_00045-a2ab	chr1001	1040615	1042248	all
Gd_00045-a2ab	chr1001	1072488	1075818	all
Gd_00045-a2ab	chr1001	1154359	1156568	all
Gd_00045-a2ab	chr1001	1178302	1179825	all
Gd_00045-a2ab	chr1001	1222705	1229703	all
Gd_00045-a2ab	chr1001	1310647	1312096	all
Gd_00045-a2ab	chr1001	1313917	1333047	all
Gd_00045-a2ab	chr1001	1338049	1347756	all
Gd_00045-a2ab	chr1001	1348719	1354729	all
Gd_00045-a2ab	chr1001	1441167	1447274	all
Gd_00045-a2ab	chr1001	1519445	1523361	all
Gd_00045-a2ab	chr1001	1530433	1537427	all
Gd_00045-a2ab	chr1001	1624804	1631777	all
Gd_00045-a2ab	chr1001	1631778	1632414	all
Gd_00045-a2ab	chr1001	1641228	1642164	all
Gd_00045-a2ab	chr1001	1643555	1648845	all
Gd_00045-a2ab	chr1001	1730451	1732661	all
Gd_00045-a2ab	chr1001	1735604	1740512	all
Gd_00045-a2ab	chr1001	1802777	1804091	all
Gd_00045-a2ab	chr1001	1804903	1806835	all
Gd_00045-a2ab	chr1001	1810423	1819528	all
Gd_00045-a2ab	chr1001	1821998	1822987	all
Gd_00045-a2ab	chr1001	1823026	1846142	all
Gd_00045-a2ab	chr1001	1871849	1879719	all
Gd_00045-a2ab	chr1001	1882142	1883874	all
Gd_00045-a2ab	chr1001	1884061	1890814	all
Gd_00045-a2ab	chr1001	1894340	1895275	all
Gd_00045-a2ab	chr1001	1895276	1896348	all
Gd_00045-a2ab	chr1001	1896444	1902421	all
Gd_00045-a2ab	chr1001	1905322	1906260	all
Gd_00045-a2ab	chr1001	1908461	1909786	all
Gd_00045-a2ab	chr1001	1909790	1913141	all
Gd_00045-a2ab	chr1001	1913556	1915660	all
Gd_00045-a2ab	chr1001	1933617	1935137	all
Gd_00045-a2ab	chr1001	1936193	1941291	all
Gd_00045-a2ab	chr1001	1943610	1947722	all
Gd_00045-a2ab	chr1001	1949017	1949795	all
Gd_00045-a2ab	chr1001	2021855	2024068	all
Gd_00045-a2ab	chr1001	2069200	2077000	all
Gd_00045-a2ab	chr1001	2098205	2099093	all
Gd_00045-a2ab	chr1001	2105263	2108408	all
Gd_00045-a2ab	chr1001	2108884	2142233	all
Gd_00045-a2ab	chr1001	2147478	2149344	all
Gd_00045-a2ab	chr1001	2161921	2170539	all
Gd_00045-a2ab	chr1001	2209285	2239603	all
Gd_00045-a2ab	chr1001	2240131	2267236	all
Gd_00045-a2ab	chr1001	2269602	2271278	all
Gd_00045-a2ab	chr1001	2271279	2278273	all
Gd_00045-a2ab	chr1001	2278705	2283663	all
Gd_00045-a2ab	chr1001	2284801	2295375	all
Gd_00045-a2ab	chr1001	2296807	2298253	all
Gd_00045-a2ab	chr1001	2298652	2301462	all
Gd_00045-a2ab	chr1001	2311384	2322053	all
Gd_00045-a2ab	chr1001	2322054	2324676	all
Gd_00045-a2ab	chr1001	2328688	2329252	all
Gd_00045-a2ab	chr1001	2330752	2333346	all
Gd_00045-a2ab	chr1001	2337684	2349653	all
Gd_00045-a2ab	chr1001	2380600	2381542	all
Gd_00045-a2ab	chr1001	2455873	2461461	all
Gd_00045-a2ab	chr1001	2464014	2476763	all
Gd_00045-a2ab	chr1001	2480277	2481944	all
Gd_00045-a2ab	chr1001	2488389	2488898	all
Gd_00045-a2ab	chr1001	2489871	2495846	all
Gd_00045-a2ab	chr1001	2496098	2498857	all
Gd_00045-a2ab	chr1001	2508130	2509064	all
Gd_00045-a2ab	chr1001	2510466	2524873	all
Gd_00045-a2ab	chr1001	2525165	2541458	all
Gd_00045-a2ab	chr1001	2541459	2551737	all
Gd_00045-a2ab	chr1001	2552824	2566659	all
Gd_00045-a2ab	chr1001	2570738	2573619	all
Gd_00045-a2ab	chr1001	2574017	2582703	all
Gd_00045-a2ab	chr1001	2583117	2609321	all
Gd_00045-a2ab	chr1001	2625594	2626577	all
Gd_00045-a2ab	chr1001	2627456	2629920	all
Gd_00045-a2ab	chr1001	2658547	2661267	all
Gd_00045-a2ab	chr1001	2666511	2679012	all
Gd_00045-a2ab	chr1001	2682384	2696227	all
Gd_00045-a2ab	chr1001	2701558	2709722	all
Gd_00045-a2ab	chr1001	2710717	2713362	all
Gd_00045-a2ab	chr1001	2714262	2716975	all
Gd_00045-a2ab	chr1001	2721996	2727307	all
Gd_00045-a2ab	chr1001	2795182	2802851	all
Gd_00045-a2ab	chr1001	2810742	2819126	all
Gd_00045-a2ab	chr1001	2850734	2851622	all
Gd_00045-a2ab	chr1001	2855464	2859460	all
Gd_00045-a2ab	chr1001	2859877	2866865	all
Gd_00045-a2ab	chr1001	2896268	2906276	all
Gd_00045-a2ab	chr1001	2912333	2913282	all
Gd_00045-a2ab	chr1001	2915885	2940375	all
Gd_00045-a2ab	chr1001	2940478	2946978	all
Gd_00045-a2ab	chr1001	2953979	2955699	all
Gd_00045-a2ab	chr1001	2966710	2967646	all
Gd_00045-a2ab	chr1001	2980154	2981786	all
Gd_00045-a2ab	chr1001	2983069	2986178	all
Gd_00045-a2ab	chr1001	2986483	2990168	all
Gd_00045-a2ab	chr1001	3011924	3019560	all
Gd_00045-a2ab	chr1001	3024751	3030083	all
Gd_00045-a2ab	chr1001	3030095	3030738	all
Gd_00045-a2ab	chr1001	3033549	3034475	all
Gd_00045-a2ab	chr1001	3036924	3065271	all
Gd_00045-a2ab	chr1001	3068840	3069975	all
Gd_00045-a2ab	chr1001	3075534	3078710	all
Gd_00045-a2ab	chr1001	3080431	3089913	all
Gd_00045-a2ab	chr1001	3095486	3096658	all
Gd_00045-a2ab	chr1001	3101633	3113809	all
Gd_00045-a2ab	chr1001	3118657	3122402	all
Gd_00045-a2ab	chr1001	3129750	3130737	all
Gd_00045-a2ab	chr1001	3135949	3138462	all
Gd_00045-a2ab	chr1001	3139399	3143490	all
Gd_00045-a2ab	chr1001	3164072	3169445	all
Gd_00045-a2ab	chr1001	3184345	3186847	all
Gd_00045-a2ab	chr1001	3188099	3189837	all
Gd_00045-a2ab	chr1001	3198675	3200022	all
Gd_00045-a2ab	chr1001	3201961	3202964	all
Gd_00045-a2ab	chr1001	3203362	3207447	all
Gd_00045-a2ab	chr1001	3208940	3235246	all
Gd_00045-a2ab	chr1001	3236205	3245953	all
Gd_00045-a2ab	chr1001	3247170	3253897	all
Gd_00045-a2ab	chr1001	3267568	3269169	all
Gd_00045-a2ab	chr1001	3271025	3294494	all
Gd_00045-a2ab	chr1001	3295057	3301352	all
Gd_00045-a2ab	chr1001	3304811	3305746	all
Gd_00045-a2ab	chr1001	3306617	3312129	all
Gd_00045-a2ab	chr1001	3316238	3327269	all
Gd_00045-a2ab	chr1001	3345825	3350161	all
Gd_00045-a2ab	chr1001	3362112	3370133	all
Gd_00045-a2ab	chr1001	3372538	3375168	all
Gd_00045-a2ab	chr1001	3378880	3379671	all
Gd_00045-a2ab	chr1001	3379839	3385602	all
Gd_00045-a2ab	chr1001	3390757	3394271	all
Gd_00045-a2ab	chr1001	3577323	3579473	all
Gd_00045-a2ab	chr1001	3580254	3586973	all
Gd_00045-a2ab	chr1001	3587339	3594344	all
Gd_00045-a2ab	chr1001	3596755	3597957	all
Gd_00045-a2ab	chr1001	3606370	3607070	all
Gd_00045-a2ab	chr1001	3607247	3614603	all
Gd_00045-a2ab	chr1001	3657343	3666021	all
Gd_00045-a2ab	chr1001	3666058	3668267	all
Gd_00045-a2ab	chr1001	3726413	3727350	all
Gd_00045-a2ab	chr1001	3731584	3741216	all
Gd_00045-a2ab	chr1001	3741217	3797768	all
Gd_00045-a2ab	chr1001	3798571	3805342	all
Gd_00045-a2ab	chr1001	3805712	3810169	all
Gd_00045-a2ab	chr1001	3810289	3828856	all
Gd_00045-a2ab	chr1001	3974128	3980857	all
Gd_00045-a2ab	chr1001	3990223	3991163	all
Gd_00045-a2ab	chr1001	4113605	4117035	all
Gd_00045-a2ab	chr1001	4144759	4146261	all
Gd_00045-a2ab	chr1001	4150086	4152256	all
Gd_00045-a2ab	chr1001	4153056	4158223	all
Gd_00045-a2ab	chr1001	4158556	4159152	all
Gd_00045-a2ab	chr1001	4160387	4161160	all
Gd_00045-a2ab	chr1001	4162865	4172108	all
Gd_00045-a2ab	chr1001	4172838	4173685	all
Gd_00045-a2ab	chr1001	4177618	4179515	all
Gd_00045-a2ab	chr1001	4179567	4182090	all
Gd_00045-a2ab	chr1001	4185295	4188277	all
Gd_00045-a2ab	chr1001	4190516	4197413	all
Gd_00045-a2ab	chr1001	4200460	4204800	all
Gd_00045-a2ab	chr1001	4205087	4212359	all
Gd_00045-a2ab	chr1001	4213489	4224947	all
Gd_00045-a2ab	chr1001	4230042	4232423	all
Gd_00045-a2ab	chr1001	4232739	4244481	all
Gd_00045-a2ab	chr1001	4248573	4258211	all
Gd_00045-a2ab	chr1001	4259948	4267513	all
Gd_00045-a2ab	chr1001	4300438	4302446	all
Gd_00045-a2ab	chr1001	4366791	4373785	all
Gd_00045-a2ab	chr1001	4444629	4445179	all
Gd_00045-a2ab	chr1001	4530954	4543971	all
Gd_00045-a2ab	chr1001	4544343	4545440	all
Gd_00045-a2ab	chr1001	4545703	4547259	all
Gd_00045-a2ab	chr1001	4579378	4582220	all
Gd_00045-a2ab	chr1001	4582353	4586452	all
Gd_00045-a2ab	chr1001	4588017	4590155	all
Gd_00045-a2ab	chr1001	4601823	4602406	all
Gd_00045-a2ab	chr1001	4602880	4604134	all
Gd_00045-a2ab	chr1001	4604218	4608776	all
Gd_00045-a2ab	chr1001	4638451	4641114	all
Gd_00045-a2ab	chr1001	4649193	4656213	all
Gd_00045-a2ab	chr1001	4656672	4657442	all
Gd_00045-a2ab	chr1001	4659355	4662840	all
Gd_00045-a2ab	chr1001	4673574	4674755	all
Gd_00045-a2ab	chr1001	4675803	4682684	all
Gd_00045-a2ab	chr1001	4684130	4693957	all
Gd_00045-a2ab	chr1001	4693959	4703660	all
Gd_00045-a2ab	chr1001	4707992	4709160	all
Gd_00045-a2ab	chr1001	4709195	4725619	all
Gd_00045-a2ab	chr1001	4727145	4728890	all
Gd_00045-a2ab	chr1001	4743264	4754034	all
Gd_00045-a2ab	chr1001	1028	11309	inter
Gd_00045-a2ab	chr1001	49570	51868	inter
Gd_00045-a2ab	chr1001	54046	56804	inter
Gd_00045-a2ab	chr1001	59597	61552	inter
Gd_00045-a2ab	chr1001	75150	77765	inter
Gd_00045-a2ab	chr1001	86460	99203	inter
Gd_00045-a2ab	chr1001	107648	114007	inter
Gd_00045-a2ab	chr1001	114223	128041	inter
Gd_00045-a2ab	chr1001	171003	176636	inter
Gd_00045-a2ab	chr1001	185852	188288	inter
Gd_00045-a2ab	chr1001	190985	198702	inter
Gd_00045-a2ab	chr1001	204260	208160	inter
Gd_00045-a2ab	chr1001	212801	214120	inter
Gd_00045-a2ab	chr1001	219556	222121	inter
Gd_00045-a2ab	chr1001	224230	225962	inter
Gd_00045-a2ab	chr1001	496493	498358	inter
Gd_00045-a2ab	chr1001	501116	503112	inter
Gd_00045-a2ab	chr1001	606219	609296	inter
Gd_00045-a2ab	chr1001	609665	613810	inter
Gd_00045-a2ab	chr1001	626782	633606	inter
Gd_00045-a2ab	chr1001	635200	641873	inter
Gd_00045-a2ab	chr1001	646066	650603	inter
Gd_00045-a2ab	chr1001	651447	654018	inter
Gd_00045-a2ab	chr1001	661351	663534	inter
Gd_00045-a2ab	chr1001	665115	668485	inter
Gd_00045-a2ab	chr1001	668486	671682	inter
Gd_00045-a2ab	chr1001	681412	686749	inter
Gd_00045-a2ab	chr1001	688966	690312	inter
Gd_00045-a2ab	chr1001	695397	705044	inter
Gd_00045-a2ab	chr1001	743416	749315	inter
Gd_00045-a2ab	chr1001	795279	797184	inter
Gd_00045-a2ab	chr1001	810751	813722	inter
Gd_00045-a2ab	chr1001	835174	836174	inter
Gd_00045-a2ab	chr1001	838029	839344	inter
Gd_00045-a2ab	chr1001	840284	843859	inter
Gd_00045-a2ab	chr1001	861836	866441	inter
Gd_00045-a2ab	chr1001	868114	869873	inter
Gd_00045-a2ab	chr1001	872867	876101	inter
Gd_00045-a2ab	chr1001	876513	877251	inter
Gd_00045-a2ab	chr1001	882779	883885	inter
Gd_00045-a2ab	chr1001	902149	907675	inter
Gd_00045-a2ab	chr1001	964680	969327	inter
Gd_00045-a2ab	chr1001	979889	984932	inter
Gd_00045-a2ab	chr1001	1005825	1019246	inter
Gd_00045-a2ab	chr1001	1019336	1039146	inter
Gd_00045-a2ab	chr1001	1040615	1042248	inter
Gd_00045-a2ab	chr1001	1074332	1075818	inter
Gd_00045-a2ab	chr1001	1222705	1229703	inter
Gd_00045-a2ab	chr1001	1313917	1333047	inter
Gd_00045-a2ab	chr1001	1338049	1347756	inter
Gd_00045-a2ab	chr1001	1348719	1354729	inter
Gd_00045-a2ab	chr1001	1441167	1447274	inter
Gd_00045-a2ab	chr1001	1519445	1523361	inter
Gd_00045-a2ab	chr1001	1530433	1537427	inter
Gd_00045-a2ab	chr1001	1624804	1631777	inter
Gd_00045-a2ab	chr1001	1631778	1632414	inter
Gd_00045-a2ab	chr1001	1730451	1732661	inter
Gd_00045-a2ab	chr1001	1735604	1740512	inter
Gd_00045-a2ab	chr1001	1802930	1804091	inter
Gd_00045-a2ab	chr1001	1818599	1819528	inter
Gd_00045-a2ab	chr1001	1821998	1822987	inter
Gd_00045-a2ab	chr1001	1823687	1827055	inter
Gd_00045-a2ab	chr1001	1827431	1833787	inter
Gd_00045-a2ab	chr1001	1834080	1846142	inter
Gd_00045-a2ab	chr1001	1882142	1883305	inter
Gd_00045-a2ab	chr1001	1895276	1896348	inter
Gd_00045-a2ab	chr1001	1905322	1906260	inter
Gd_00045-a2ab	chr1001	1908461	1909786	inter
Gd_00045-a2ab	chr1001	1911656	1913141	inter
Gd_00045-a2ab	chr1001	1913556	1915660	inter
Gd_00045-a2ab	chr1001	1936193	1941291	inter
Gd_00045-a2ab	chr1001	1943610	1947722	inter
Gd_00045-a2ab	chr1001	2021855	2024068	inter
Gd_00045-a2ab	chr1001	2069200	2077000	inter
Gd_00045-a2ab	chr1001	2105263	2108408	inter
Gd_00045-a2ab	chr1001	2108884	2142233	inter
Gd_00045-a2ab	chr1001	2147478	2149344	inter
Gd_00045-a2ab	chr1001	2161921	2162860	inter
Gd_00045-a2ab	chr1001	2164398	2166082	inter
Gd_00045-a2ab	chr1001	2209285	2228033	inter
Gd_00045-a2ab	chr1001	2228034	2237006	inter
Gd_00045-a2ab	chr1001	2240131	2267236	inter
Gd_00045-a2ab	chr1001	2269602	2271278	inter
Gd_00045-a2ab	chr1001	2278705	2283663	inter
Gd_00045-a2ab	chr1001	2284801	2295375	inter
Gd_00045-a2ab	chr1001	2296807	2298253	inter
Gd_00045-a2ab	chr1001	2298652	2301462	inter
Gd_00045-a2ab	chr1001	2311384	2322053	inter
Gd_00045-a2ab	chr1001	2322054	2324676	inter
Gd_00045-a2ab	chr1001	2328688	2329252	inter
Gd_00045-a2ab	chr1001	2330752	2333346	inter
Gd_00045-a2ab	chr1001	2337684	2349653	inter
Gd_00045-a2ab	chr1001	2380600	2381542	inter
Gd_00045-a2ab	chr1001	2455873	2461461	inter
Gd_00045-a2ab	chr1001	2464014	2476763	inter
Gd_00045-a2ab	chr1001	2480277	2481944	inter
Gd_00045-a2ab	chr1001	2488389	2488898	inter
Gd_00045-a2ab	chr1001	2489871	2495846	inter
Gd_00045-a2ab	chr1001	2496098	2498857	inter
Gd_00045-a2ab	chr1001	2510466	2524873	inter
Gd_00045-a2ab	chr1001	2525165	2541458	inter
Gd_00045-a2ab	chr1001	2541459	2551737	inter
Gd_00045-a2ab	chr1001	2552824	2566659	inter
Gd_00045-a2ab	chr1001	2570738	2573619	inter
Gd_00045-a2ab	chr1001	2574017	2582703	inter
Gd_00045-a2ab	chr1001	2583130	2584837	inter
Gd_00045-a2ab	chr1001	2596344	2603531	inter
Gd_00045-a2ab	chr1001	2625594	2626577	inter
Gd_00045-a2ab	chr1001	2627456	2629920	inter
Gd_00045-a2ab	chr1001	2682384	2696227	inter
Gd_00045-a2ab	chr1001	2701558	2709722	inter
Gd_00045-a2ab	chr1001	2710717	2713362	inter
Gd_00045-a2ab	chr1001	2714262	2716975	inter
Gd_00045-a2ab	chr1001	2721996	2723823	inter
Gd_00045-a2ab	chr1001	2795182	2802851	inter
Gd_00045-a2ab	chr1001	2810742	2819126	inter
Gd_00045-a2ab	chr1001	2850734	2851622	inter
Gd_00045-a2ab	chr1001	2855464	2859460	inter
Gd_00045-a2ab	chr1001	2859877	2866865	inter
Gd_00045-a2ab	chr1001	2896268	2906276	inter
Gd_00045-a2ab	chr1001	2912333	2913282	inter
Gd_00045-a2ab	chr1001	2915885	2940375	inter
Gd_00045-a2ab	chr1001	2940478	2946978	inter
Gd_00045-a2ab	chr1001	2953979	2955699	inter
Gd_00045-a2ab	chr1001	2966711	2967478	inter
Gd_00045-a2ab	chr1001	2983069	2986178	inter
Gd_00045-a2ab	chr1001	2986483	2990168	inter
Gd_00045-a2ab	chr1001	3011924	3019560	inter
Gd_00045-a2ab	chr1001	3024751	3030083	inter
Gd_00045-a2ab	chr1001	3030095	3030738	inter
Gd_00045-a2ab	chr1001	3033549	3034475	inter
Gd_00045-a2ab	chr1001	3036924	3065271	inter
Gd_00045-a2ab	chr1001	3068840	3069975	inter
Gd_00045-a2ab	chr1001	3075534	3078710	inter
Gd_00045-a2ab	chr1001	3080431	3083915	inter
Gd_00045-a2ab	chr1001	3085500	3089912	inter
Gd_00045-a2ab	chr1001	3095486	3096658	inter
Gd_00045-a2ab	chr1001	3101633	3113809	inter
Gd_00045-a2ab	chr1001	3118657	3122402	inter
Gd_00045-a2ab	chr1001	3129750	3130737	inter
Gd_00045-a2ab	chr1001	3135950	3138462	inter
Gd_00045-a2ab	chr1001	3139399	3143490	inter
Gd_00045-a2ab	chr1001	3164072	3169445	inter
Gd_00045-a2ab	chr1001	3184345	3186847	inter
Gd_00045-a2ab	chr1001	3188099	3189837	inter
Gd_00045-a2ab	chr1001	3198675	3200022	inter
Gd_00045-a2ab	chr1001	3201961	3202964	inter
Gd_00045-a2ab	chr1001	3203362	3207447	inter
Gd_00045-a2ab	chr1001	3208940	3235246	inter
Gd_00045-a2ab	chr1001	3236205	3245953	inter
Gd_00045-a2ab	chr1001	3247170	3253897	inter
Gd_00045-a2ab	chr1001	3267568	3269169	inter
Gd_00045-a2ab	chr1001	3271025	3294494	inter
Gd_00045-a2ab	chr1001	3295057	3301352	inter
Gd_00045-a2ab	chr1001	3304811	3305746	inter
Gd_00045-a2ab	chr1001	3306617	3312129	inter
Gd_00045-a2ab	chr1001	3316238	3317863	inter
Gd_00045-a2ab	chr1001	3322411	3327269	inter
Gd_00045-a2ab	chr1001	3345825	3350161	inter
Gd_00045-a2ab	chr1001	3362112	3370133	inter
Gd_00045-a2ab	chr1001	3372538	3375168	inter
Gd_00045-a2ab	chr1001	3378880	3379671	inter
Gd_00045-a2ab	chr1001	3379839	3385602	inter
Gd_00045-a2ab	chr1001	3390757	3393932	inter
Gd_00045-a2ab	chr1001	3587344	3594339	inter
Gd_00045-a2ab	chr1001	3596755	3597957	inter
Gd_00045-a2ab	chr1001	3606370	3607070	inter
Gd_00045-a2ab	chr1001	3607247	3614603	inter
Gd_00045-a2ab	chr1001	3657343	3666021	inter
Gd_00045-a2ab	chr1001	3726413	3727350	inter
Gd_00045-a2ab	chr1001	3731584	3737501	inter
Gd_00045-a2ab	chr1001	3741217	3797768	inter
Gd_00045-a2ab	chr1001	3798571	3805342	inter
Gd_00045-a2ab	chr1001	3805712	3810169	inter
Gd_00045-a2ab	chr1001	3810289	3828856	inter
Gd_00045-a2ab	chr1001	3974128	3980857	inter
Gd_00045-a2ab	chr1001	3990223	3991163	inter
Gd_00045-a2ab	chr1001	4113605	4117035	inter
Gd_00045-a2ab	chr1001	4144759	4146261	inter
Gd_00045-a2ab	chr1001	4150086	4152256	inter
Gd_00045-a2ab	chr1001	4153056	4158223	inter
Gd_00045-a2ab	chr1001	4160387	4161160	inter
Gd_00045-a2ab	chr1001	4162865	4172108	inter
Gd_00045-a2ab	chr1001	4172838	4173685	inter
Gd_00045-a2ab	chr1001	4177618	4179515	inter
Gd_00045-a2ab	chr1001	4179567	4182090	inter
Gd_00045-a2ab	chr1001	4185295	4188277	inter
Gd_00045-a2ab	chr1001	4190516	4197413	inter
Gd_00045-a2ab	chr1001	4200460	4204800	inter
Gd_00045-a2ab	chr1001	4205087	4212359	inter
Gd_00045-a2ab	chr1001	4221171	4224947	inter
Gd_00045-a2ab	chr1001	4230042	4232423	inter
Gd_00045-a2ab	chr1001	4232739	4244481	inter
Gd_00045-a2ab	chr1001	4260748	4267513	inter
Gd_00045-a2ab	chr1001	4300438	4302446	inter
Gd_00045-a2ab	chr1001	4366791	4373785	inter
Gd_00045-a2ab	chr1001	4444629	4445179	inter
Gd_00045-a2ab	chr1001	4530954	4543971	inter
Gd_00045-a2ab	chr1001	4544343	4545440	inter
Gd_00045-a2ab	chr1001	4545703	4547259	inter
Gd_00045-a2ab	chr1001	4579378	4582220	inter
Gd_00045-a2ab	chr1001	4582353	4586452	inter
Gd_00045-a2ab	chr1001	4588017	4590155	inter
Gd_00045-a2ab	chr1001	4601823	4602406	inter
Gd_00045-a2ab	chr1001	4602880	4604134	inter
Gd_00045-a2ab	chr1001	4604218	4607404	inter
Gd_00045-a2ab	chr1001	4607739	4608775	inter
Gd_00045-a2ab	chr1001	4638451	4641114	inter
Gd_00045-a2ab	chr1001	4656672	4657442	inter
Gd_00045-a2ab	chr1001	4659355	4662840	inter
Gd_00045-a2ab	chr1001	4673574	4674755	inter
Gd_00045-a2ab	chr1001	4675803	4681756	inter
Gd_00045-a2ab	chr1001	4681758	4682380	inter
Gd_00045-a2ab	chr1001	4684130	4693957	inter
Gd_00045-a2ab	chr1001	4693959	4703660	inter
Gd_00045-a2ab	chr1001	4707992	4709160	inter
Gd_00045-a2ab	chr1001	4709195	4725619	inter
Gd_00045-a2ab	chr1001	4727145	4728890	inter
Gd_00045-a2ab	chr1001	4743264	4754034	inter
Gd_00045-a2ab	chr1001	976	11308	intra
Gd_00045-a2ab	chr1001	12173	17438	intra
Gd_00045-a2ab	chr1001	17520	19291	intra
Gd_00045-a2ab	chr1001	24893	28623	intra
Gd_00045-a2ab	chr1001	221236	222117	intra
Gd_00045-a2ab	chr1001	369722	370658	intra
Gd_00045-a2ab	chr1001	376050	378889	intra
Gd_00045-a2ab	chr1001	411178	413042	intra
Gd_00045-a2ab	chr1001	496518	501119	intra
Gd_00045-a2ab	chr1001	593589	594631	intra
Gd_00045-a2ab	chr1001	594662	595912	intra
Gd_00045-a2ab	chr1001	595914	624922	intra
Gd_00045-a2ab	chr1001	626782	659261	intra
Gd_00045-a2ab	chr1001	835177	836174	intra
Gd_00045-a2ab	chr1001	840354	843859	intra
Gd_00045-a2ab	chr1001	872830	939395	intra
Gd_00045-a2ab	chr1001	944049	945496	intra
Gd_00045-a2ab	chr1001	1003447	1004373	intra
Gd_00045-a2ab	chr1001	1040615	1042248	intra
Gd_00045-a2ab	chr1001	1072488	1074333	intra
Gd_00045-a2ab	chr1001	1154359	1156568	intra
Gd_00045-a2ab	chr1001	1178302	1179825	intra
Gd_00045-a2ab	chr1001	1222705	1229703	intra
Gd_00045-a2ab	chr1001	1310647	1312096	intra
Gd_00045-a2ab	chr1001	1313917	1333047	intra
Gd_00045-a2ab	chr1001	1338049	1347756	intra
Gd_00045-a2ab	chr1001	1348719	1354729	intra
Gd_00045-a2ab	chr1001	1441171	1447274	intra
Gd_00045-a2ab	chr1001	1625070	1631777	intra
Gd_00045-a2ab	chr1001	1641228	1642164	intra
Gd_00045-a2ab	chr1001	1643555	1648845	intra
Gd_00045-a2ab	chr1001	1802777	1803922	intra
Gd_00045-a2ab	chr1001	1804903	1806835	intra
Gd_00045-a2ab	chr1001	1810423	1818601	intra
Gd_00045-a2ab	chr1001	1823026	1842199	intra
Gd_00045-a2ab	chr1001	1871849	1879719	intra
Gd_00045-a2ab	chr1001	1882142	1883874	intra
Gd_00045-a2ab	chr1001	1884061	1890814	intra
Gd_00045-a2ab	chr1001	1894340	1895275	intra
Gd_00045-a2ab	chr1001	1896444	1902421	intra
Gd_00045-a2ab	chr1001	1909790	1911662	intra
Gd_00045-a2ab	chr1001	1933617	1935137	intra
Gd_00045-a2ab	chr1001	1949017	1949795	intra
Gd_00045-a2ab	chr1001	2021860	2024068	intra
Gd_00045-a2ab	chr1001	2069204	2073649	intra
Gd_00045-a2ab	chr1001	2073887	2076996	intra
Gd_00045-a2ab	chr1001	2098205	2099093	intra
Gd_00045-a2ab	chr1001	2162860	2170539	intra
Gd_00045-a2ab	chr1001	2218602	2221983	intra
Gd_00045-a2ab	chr1001	2225955	2231006	intra
Gd_00045-a2ab	chr1001	2235131	2239603	intra
Gd_00045-a2ab	chr1001	2271279	2278273	intra
Gd_00045-a2ab	chr1001	2508130	2509064	intra
Gd_00045-a2ab	chr1001	2583117	2609321	intra
Gd_00045-a2ab	chr1001	2658547	2661267	intra
Gd_00045-a2ab	chr1001	2666511	2679012	intra
Gd_00045-a2ab	chr1001	2722990	2727307	intra
Gd_00045-a2ab	chr1001	2966710	2967646	intra
Gd_00045-a2ab	chr1001	2980154	2981786	intra
